Date,Open,High,Low,Close,Volume
2024-02-26,212.48288263699348,251.87736131390187,179.66194281513998,212.9713957341053,52325332.0
2024-02-27,212.9713957341053,252.40714404852528,180.10387319951516,213.453567835577,52256512.0
2024-02-28,213.453567835577,253.06433417924123,180.46020034742332,213.94835846431573,52584360.0
2024-02-29,213.94835846431573,253.6001804735502,180.89784872972584,214.42430039857976,52382152.0
2024-03-01,214.42430039857976,254.26448425516887,181.23883471341244,214.9131360100212,52563100.0
2024-03-04,214.9131360100212,254.75233332797882,181.7108474843976,215.39522081840664,52794904.0
2024-03-05,215.39522081840664,255.4421542510894,182.05192415639428,215.89957063750836,53024288.0
2024-03-06,215.89957063750836,256.0085774045342,182.5043746480432,216.4093480398637,52833584.0
2024-03-07,216.4093480398637,256.510110768371,182.99328850394744,216.90203833232525,52383448.0
2024-03-08,216.90203833232525,257.20007169164836,183.36437892133222,217.43148089739597,52698624.0
2024-03-11,217.43148089739597,257.895749127567,183.7785103711272,217.97991905356062,52474952.0
2024-03-12,217.97991905356062,258.4886179057043,184.26151573413787,218.50409313907616,51871512.0
2024-03-13,218.50409313907616,259.20371483822896,184.66265282427187,219.05880533536543,52856668.0
2024-03-14,219.05880533536543,259.864897377671,185.11754342500575,219.60108543137113,52470048.0
2024-03-15,219.60108543137113,260.4514842444747,185.62201285635913,220.15159288451906,52244852.0
2024-03-18,220.15159288451906,261.10522755795677,186.09115173210955,220.70870295734073,52142316.0
2024-03-19,220.70870295734073,261.82497706739196,186.53499756371605,221.28498244505485,52319244.0
2024-03-20,221.28498244505485,262.6169602343068,186.96573818238505,221.88751033574036,52577340.0
2024-03-21,221.88751033574036,263.17288225223353,187.5633239683599,222.46218590164526,51949932.0
2024-03-22,222.46218590164526,263.9145869124868,188.00714849032076,223.03938410618042,52269672.0
2024-03-25,223.03938410618042,287.6693685382186,173.52176159636156,223.80305516940064,41278424.0
2024-03-26,223.80305516940064,287.54785003310707,174.88030055635252,224.69065223466234,40953288.0
2024-03-27,224.69065223466234,287.067852883781,176.57044230065196,225.5888139977025,40458880.0
2024-03-28,225.5888139977025,287.7834115823888,177.59927081025657,226.56320206036781,40735544.0
2024-03-29,226.56320206036781,288.2053809616453,178.877511460829,227.54560699712775,40877200.0
2024-04-01,227.54560699712775,289.22186848373997,179.7965948996489,228.53048147199314,40795572.0
2024-04-02,228.53048147199314,289.9819643900242,180.8863933088185,229.5264567127166,41084648.0
2024-04-03,229.5264567127166,291.3344048954462,181.60754690301513,230.5116689346794,40535348.0
2024-04-04,230.5116689346794,292.505382133731,182.45481487958207,231.52413756378905,40510692.0
2024-04-05,231.52413756378905,293.9566774282306,183.15918980076077,232.54969197086055,40346908.0
2024-04-08,232.54969197086055,294.98126779456044,184.12293171663939,233.5535917830035,39933632.0
2024-04-09,233.5535917830035,296.2818168238509,184.89423390576243,234.55344498726708,39852976.0
2024-04-10,234.55344498726708,297.3236177950629,185.86575699829305,235.60634250309337,40736244.0
2024-04-11,235.60634250309337,298.6747659988292,186.66815120243558,236.63652594195128,40668004.0
2024-04-12,236.63652594195128,299.60597609209674,187.71722711181798,237.66915455788268,40284852.0
2024-04-15,237.66915455788268,301.194828814622,188.39148960810275,238.74592632013125,40607936.0
2024-04-16,238.74592632013125,302.47439926702896,189.2985738573694,239.82806028211206,40631100.0
2024-04-17,239.82806028211206,303.801792928138,190.19562936590506,240.92999434881938,40602048.0
2024-04-18,240.92999434881938,305.05314028539453,191.149402871817,242.02352126113152,40550892.0
2024-04-19,242.02352126113152,306.55002282704356,191.95185114861542,243.12861842801132,40504356.0
2024-04-22,243.12861842801132,307.6744773202271,193.00111513655082,244.2391093479672,40476784.0
2024-04-23,244.2391093479672,309.094816825107,193.870502810479,245.35123680221994,40425092.0
2024-04-24,245.35123680221994,310.4089617003324,194.78881404145574,246.43932635313425,40512392.0
2024-04-25,246.43932635313425,311.95151271563776,195.56987314672944,247.55918088457202,40779236.0
2024-04-26,247.55918088457202,313.36574606747337,196.45862143840742,248.68155670275328,40867220.0
2024-04-29,248.68155670275328,314.85668421350044,197.30308741740188,249.80620482275512,40515020.0
2024-04-30,249.80620482275512,316.22589791662904,198.20623717155755,250.9062789962482,40032312.0
2024-05-01,250.9062789962482,317.4542296098333,199.18673111599088,252.01708991855648,40110732.0
2024-05-02,252.01708991855648,318.4908079404689,200.30419711859196,253.13777567538668,40394492.0
2024-05-03,253.13777567538668,319.78769316397455,201.2645255359856,254.25647422702218,40076700.0
2024-05-06,254.25647422702218,321.1291212876014,202.21190843425947,255.39618083196598,40129328.0
2024-05-07,255.39618083196598,322.69644305814097,202.9905694907144,256.48126191870307,39714568.0
2024-05-08,256.48126191870307,324.18153439296026,203.79669786555812,257.59045991912063,39747760.0
2024-05-09,257.59045991912063,325.6118882609856,204.6379645879837,258.6763270670026,39158184.0
2024-05-10,258.6763270670026,326.9457478283613,205.51032950356088,259.74826969222755,38908700.0
2024-05-13,259.74826969222755,328.4786653662143,206.28820892254845,260.8728659788763,39431972.0
2024-05-14,260.8728659788763,329.87182349330624,207.21813537388618,262.02581061919096,39881796.0
2024-05-15,262.02581061919096,331.36724806496187,208.1129671929691,263.18713054414286,39937820.0
2024-05-16,263.18713054414286,332.6871209877364,209.10591028065105,264.3246390085995,39432500.0
2024-05-17,264.3246390085995,334.0683986367312,210.06857753283919,265.49652564931137,39626192.0
2024-05-20,265.49652564931137,335.5007751720149,211.0212426942974,266.66183419369463,39462292.0
2024-05-21,266.66183419369463,337.01366932530743,211.9366530222805,267.85066305244874,39447168.0
2024-05-22,267.85066305244874,338.58725435708664,212.8506873336586,269.062353592943,39757540.0
2024-05-23,269.062353592943,340.06525146141877,213.8222798163187,270.24786776301136,39767476.0
2024-05-24,270.24786776301136,341.6170767939166,214.75232407244886,271.46582798819395,39837700.0
2024-05-27,271.46582798819395,343.1246449796411,215.73870629446054,272.6872385900195,39958012.0
2024-05-28,272.6872385900195,344.8756886367003,216.5775803009273,273.9121292795487,40270484.0
2024-05-29,273.9121292795487,346.538028234723,217.4810018313252,275.1445792173128,40135756.0
2024-05-30,275.1445792173128,347.86288442851395,218.5759858610183,276.34370673305864,39698588.0
2024-05-31,276.34370673305864,349.4058463965435,219.52927959339246,277.5703295434469,39804736.0
2024-06-03,277.5703295434469,350.84551933002615,220.57206915336502,278.8004116978136,39560340.0
2024-06-04,278.8004116978136,352.1901948710785,221.6430951779143,279.98712199588476,39065008.0
2024-06-05,279.98712199588476,353.579308101633,222.67758222528803,281.2064529672156,39691244.0
2024-06-06,281.2064529672156,355.1916997014731,223.58603347242075,282.41138288472445,39362988.0
2024-06-07,282.41138288472445,356.70452099200156,224.545041052528,283.61544953188115,39253528.0
2024-06-10,283.61544953188115,358.46316940960713,225.3490063400274,284.81988258848884,39113992.0
2024-06-11,284.81988258848884,360.1749548025759,226.20578263815506,286.0532656545362,39226060.0
2024-06-12,286.0532656545362,361.9822693244853,227.04871951205476,287.3157576024646,39360588.0
2024-06-13,287.3157576024646,363.26084435919654,228.2197889424678,288.5442619733549,38848188.0
2024-06-14,288.5442619733549,364.9046881626226,229.1482708481547,289.79012698083585,39043480.0
2024-06-17,289.79012698083585,398.90025437494165,212.01234794314493,291.8380291497715,27441508.0
2024-06-18,291.8380291497715,400.47867363425644,214.3167761386482,294.09908809906347,26953324.0
2024-06-19,294.09908809906347,401.4271927487879,217.15200953378442,296.3991563195285,26727204.0
2024-06-20,296.3991563195285,403.9263226917652,219.291629265844,298.84586213514206,26668948.0
2024-06-21,298.84586213514206,406.2506897048687,221.6729065005261,301.34187072664787,26759388.0
2024-06-24,301.34187072664787,409.39569882985484,223.67467903944078,303.87895089083486,26562036.0
2024-06-25,303.87895089083486,412.2010552304013,225.93551835421167,306.4735441747987,26824236.0
2024-06-26,306.4735441747987,415.9530964992782,227.72816340409543,309.0780151450876,26396732.0
2024-06-27,309.0780151450876,419.55034137966226,229.65311719145478,311.7369692934946,26402220.0
2024-06-28,311.7369692934946,423.3888682260023,231.51842331355977,314.43919995228526,26296128.0
2024-07-01,314.43919995228526,426.57716904791164,233.764495423399,317.13156850913913,26144744.0
2024-07-02,317.13156850913913,430.21405395135804,235.77425459645661,319.84642324997077,26036460.0
2024-07-03,319.84642324997077,433.4344515743966,238.07930523866006,322.629129470315,26592452.0
2024-07-04,322.629129470315,436.99674550356417,240.21139275869345,325.3630477842078,26467972.0
2024-07-05,325.3630477842078,439.93412111047707,242.63881214763666,328.07995037057117,26166244.0
2024-07-08,328.07995037057117,444.1239281144051,244.41584522355163,330.86729363216597,26359752.0
2024-07-09,330.86729363216597,447.81273828726137,246.52353127326606,333.6575712269016,26385556.0
2024-07-10,333.6575712269016,451.50865657444984,248.65288647567954,336.47949397091764,26366844.0
2024-07-11,336.47949397091764,455.06101045727377,250.88360812035688,339.29957178396114,26338696.0
2024-07-12,339.29957178396114,459.275870192898,252.76634230150103,342.14449846083016,26330308.0
2024-07-15,342.14449846083016,462.59249137612136,255.15927857135415,344.98513611368065,26368756.0
2024-07-16,344.98513611368065,466.5531528219813,257.2051000253233,347.84063942733144,26308268.0
2024-07-17,347.84063942733144,470.25927951180586,259.39543594892416,350.68677144458786,26327344.0
2024-07-18,350.68677144458786,474.28031318233127,261.4538903020698,353.598832554761,26440520.0
2024-07-19,353.598832554761,478.1490135686407,263.6650970881475,356.5373934475682,26581548.0
2024-07-22,356.5373934475682,482.2987527004419,265.7669209709132,359.510830698206,26439664.0
2024-07-23,359.510830698206,486.49473272653165,267.87432627078164,362.49102289995056,26150728.0
2024-07-24,362.49102289995056,490.25951095582695,270.2672349509381,365.5292795237069,26248524.0
2024-07-25,365.5292795237069,494.0295013983735,272.74002099538495,368.6205842642849,26467716.0
2024-07-26,368.6205842642849,498.18441545076956,275.0666192167718,371.7478316573866,26219352.0
2024-07-29,371.7478316573866,502.37398016183874,277.4401164956784,374.92806604707664,26306412.0
2024-07-30,374.92806604707664,507.1047986495089,279.5165258167034,378.0569778035554,26091940.0
2024-07-31,378.0569778035554,511.39618431404904,281.83713986180015,381.23998864055386,26140356.0
2024-08-01,381.23998864055386,515.726463997508,284.171097767547,384.4154857535782,25792288.0
2024-08-02,384.4154857535782,519.732063185811,286.6826130852951,387.59662786798407,25693204.0
2024-08-05,387.59662786798407,524.1475469202423,289.04986294835595,390.8825972903349,26011344.0
2024-08-06,390.8825972903349,528.4742211636184,291.5828695947777,394.22074807617236,26271212.0
2024-08-07,394.22074807617236,532.8221092431547,294.1355087801527,397.54858909979845,26199156.0
2024-08-08,397.54858909979845,536.9474703364789,296.7670159422539,400.8272268059712,25838176.0
2024-08-09,400.8272268059712,541.3954048903556,299.2217792648617,404.1574162214549,25947372.0
2024-08-12,404.1574162214549,546.0629224902023,301.58418998867575,407.4747550143169,25898472.0
2024-08-13,407.4747550143169,550.582951573129,304.0521769474355,410.83758676061393,25847640.0
2024-08-14,410.83758676061393,555.1472560570883,306.5687208851826,414.25319804418706,26056232.0
2024-08-15,414.25319804418706,559.574674346848,309.17654416657695,417.636761368447,26088056.0
2024-08-16,417.636761368447,564.1739878929826,311.7020213738618,421.0696679492097,26099704.0
2024-08-19,421.0696679492097,568.6626517817194,314.3425408262123,424.5256223385796,26161256.0
2024-08-20,424.5256223385796,573.7708568678623,316.68986858318937,428.0246178248974,26318456.0
2024-08-21,428.0246178248974,578.7684471753064,319.15929971586706,431.5624022674282,26147636.0
2024-08-22,431.5624022674282,583.2325396748915,321.9340452420747,435.0759237316394,25923528.0
2024-08-23,435.0759237316394,588.1777757923675,324.48762745985533,438.673805147634,26036904.0
2024-08-26,438.673805147634,592.9742333087689,327.2212389579722,442.3190101997262,25900396.0
2024-08-27,442.3190101997262,597.6804900356557,330.0261726920501,445.9455733772542,25527268.0
2024-08-28,445.9455733772542,602.2924784800713,332.94725551547367,449.6773590751837,25940544.0
2024-08-29,449.6773590751837,607.5056970490173,335.6323142760263,453.4329757134635,25666508.0
2024-08-30,453.4329757134635,612.7055532316562,338.3751632441686,457.2326070223532,25619944.0
2024-09-02,457.2326070223532,618.554092381678,340.8142274086009,461.060807710907,25566296.0
2024-09-03,461.060807710907,624.2327011362622,343.42712976713983,464.9678334672816,25675812.0
2024-09-04,464.9678334672816,630.0211514618635,346.0858812054359,468.9387301392439,25818372.0
2024-09-05,468.9387301392439,634.6432201874424,349.39975685649574,472.8638787380015,25598356.0
2024-09-06,472.8638787380015,639.9163543517309,352.37188297398836,476.8571694047818,25665676.0
